PairID,Category,Model,Feasible,ISER_%,CNME_%,MDEF_%,TRR,ETTP_%,MinClearance_m
68,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,99.87,19.93,0.0,4.1
68,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,99.87,20.22,-2.54,4.1
68,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
68,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
68,Arterial->Arterial,RoadFit-X (Exploratory),0,,,,,,
69,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,88.83,27.06,0.0,4.1
69,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,88.91,26.45,0.72,4.1
69,Residential->Residential,RoadFit-X (Strict),0,,,,,,
69,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
69,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,88.28,28.18,-4.75,4.1
70,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,26.61,0.0,4.1
70,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,26.89,-3.39,4.1
70,Residential->Residential,RoadFit-X (Strict),0,,,,,,
70,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
70,Residential->Residential,RoadFit-X (Exploratory),0,,,,,,
71,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,25.22,0.0,4.1
71,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,24.99,0.21,4.1
71,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
71,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
71,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,99.06,26.97,-8.27,4.1
72,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,100.0,48.01,0.0,4.1
72,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,100.0,71.36,0.0,4.1
72,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
72,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
72,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,100.0,46.08,3.31,4.1
73,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,40.5,0.0,4.1
73,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,38.74,6.29,4.1
73,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
73,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
73,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,40.54,0.0,4.1
74,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,33.38,0.0,4.1
74,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,28.98,16.12,4.1
74,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
74,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
74,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,34.8,-4.74,4.1
75,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,31.55,0.0,4.1
75,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,31.35,0.0,4.1
75,Residential->Residential,RoadFit-X (Strict),0,,,,,,
75,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
75,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,30.91,2.71,4.1
76,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,38.63,0.0,4.1
76,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,30.67,26.14,4.1
76,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
76,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
76,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,41.47,-7.16,4.1
77,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,77.49,52.95,0.0,4.1
77,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,47.13,12.66,4.1
77,Residential->Residential,RoadFit-X (Strict),0,,,,,,
77,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
77,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,78.09,31.51,2.73,4.1
78,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,100.0,25.17,0.0,4.1
78,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,100.0,41.48,-1.64,4.1
78,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
78,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
78,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,100.0,51.96,-22.02,4.1
79,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,99.88,19.27,0.0,4.1
79,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,99.87,19.61,-1.86,4.1
79,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
79,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
79,Arterial->Arterial,RoadFit-X (Exploratory),0,,,,,,
80,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,26.31,0.0,4.1
80,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,26.27,0.11,4.1
80,Residential->Residential,RoadFit-X (Strict),0,,,,,,
80,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
80,Residential->Residential,RoadFit-X (Exploratory),0,,,,,,
81,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,37.19,0.0,4.1
81,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,38.05,-1.81,4.1
81,Residential->Residential,RoadFit-X (Strict),0,,,,,,
81,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
81,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,36.4,2.58,4.1
82,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,29.92,0.0,4.1
82,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,29.95,0.26,4.1
82,Residential->Residential,RoadFit-X (Strict),0,,,,,,
82,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
82,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,30.62,-3.22,4.1
83,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,100.0,47.61,0.0,4.1
83,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,100.0,33.71,-13.75,4.1
83,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
83,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
83,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,100.0,55.76,-15.37,4.1
84,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,33.79,0.0,4.1
84,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,36.38,-7.88,4.1
84,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
84,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
84,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,15.15,-7.88,4.1
85,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,99.04,25.17,0.0,4.1
85,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,100.0,33.08,-24.42,4.1
85,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
85,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
85,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,100.0,33.26,-24.7,4.1
86,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,30.97,0.0,4.1
86,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,54.74,-6.67,4.1
86,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
86,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
86,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,54.34,-6.79,4.1
87,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,81.08,35.89,0.0,4.1
87,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,39.96,12.66,4.1
87,Residential->Residential,RoadFit-X (Strict),0,,,,,,
87,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
87,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,81.52,43.42,2.36,4.1
88,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,99.87,19.17,0.0,4.1
88,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,99.87,19.43,-2.48,4.1
88,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
88,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
88,Arterial->Arterial,RoadFit-X (Exploratory),0,,,,,,
89,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,120.62,0.0,4.1
89,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,1.64,-16.58,4.1
89,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
89,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
89,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,68.54,-11.35,4.1
90,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,40.91,0.0,4.1
90,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,41.11,-0.26,4.1
90,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
90,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
90,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,43.21,-5.48,4.1
91,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,33.76,0.0,4.1
91,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,33.75,0.0,4.1
91,Residential->Residential,RoadFit-X (Strict),0,,,,,,
91,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
91,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,29.36,-7.19,4.1
92,Arterial->Arterial,B0 (Unconstrained),1,0.0,0.0,100.0,29.5,0.0,4.1
92,Arterial->Arterial,B1 (Hard Constrained),1,0.0,0.0,99.68,31.34,-6.29,4.1
92,Arterial->Arterial,RoadFit-X (Strict),0,,,,,,
92,Arterial->Arterial,RoadFit-X (Conservative),0,,,,,,
92,Arterial->Arterial,RoadFit-X (Exploratory),1,0.0,0.0,86.78,35.8,-18.26,4.1
93,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,44.15,0.0,4.1
93,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,40.02,10.73,4.1
93,Residential->Residential,RoadFit-X (Strict),0,,,,,,
93,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
93,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,18.57,-1.03,4.1
94,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,36.02,0.0,4.1
94,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,35.79,0.0,4.1
94,Residential->Residential,RoadFit-X (Strict),0,,,,,,
94,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
94,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,35.39,0.41,4.1
95,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,19.93,0.0,4.1
95,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,20.1,-2.53,4.1
95,Residential->Residential,RoadFit-X (Strict),0,,,,,,
95,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
95,Residential->Residential,RoadFit-X (Exploratory),0,,,,,,
96,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,31.68,0.0,4.1
96,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,27.29,16.24,4.1
96,Residential->Residential,RoadFit-X (Strict),0,,,,,,
96,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
96,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,31.83,-0.43,4.1
97,Arterial->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,34.29,0.0,4.1
97,Arterial->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,28.99,17.45,4.1
97,Arterial->Residential,RoadFit-X (Strict),0,,,,,,
97,Arterial->Residential,RoadFit-X (Conservative),0,,,,,,
97,Arterial->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,33.94,0.07,4.1
98,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,38.75,0.0,4.1
98,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,37.96,2.2,4.1
98,Residential->Residential,RoadFit-X (Strict),0,,,,,,
98,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
98,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,100.0,18.5,-11.64,4.1
99,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,99.65,36.33,0.0,4.1
99,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,100.0,30.08,20.64,4.1
99,Residential->Residential,RoadFit-X (Strict),0,,,,,,
99,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
99,Residential->Residential,RoadFit-X (Exploratory),1,0.0,0.0,99.64,46.38,-3.11,4.1
100,Residential->Residential,B0 (Unconstrained),1,0.0,0.0,100.0,16.86,0.0,4.1
100,Residential->Residential,B1 (Hard Constrained),1,0.0,0.0,92.47,21.92,-23.18,4.1
100,Residential->Residential,RoadFit-X (Strict),0,,,,,,
100,Residential->Residential,RoadFit-X (Conservative),0,,,,,,
100,Residential->Residential,RoadFit-X (Exploratory),0,,,,,,
